bank,review,rating,date,source,cleaned
BOA,It has good features but sometimes it doesn't work...0,1,2025-03-02,Google Play,it has good features but sometimes it doesnt work0
BOA,Very poor proformance,1,2025-03-01,Google Play,very poor proformance
BOA,It's not opening. Really frustrating,1,2025-03-01,Google Play,its not opening really frustrating
BOA,Verry Amazing App from all IB,5,2025-03-01,Google Play,verry amazing app from all ib
BOA,Not working on this days,1,2025-02-26,Google Play,not working on this days
BOA,Thank you BoA,5,2025-02-23,Google Play,thank you boa
BOA,best banking app in the wworld,5,2025-02-22,Google Play,best banking app in the wworld
BOA,Nice app and it's easy to use,5,2025-02-21,Google Play,nice app and its easy to use
BOA,"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,Google Play,please add language in the apps settingamharic afan oromo tigniyaand others sometimes bank to bank transfer is not available through time and even if if it is available not reachableit is serious issue
BOA,This is help full i like ittttt,5,2025-02-14,Google Play,this is help full i like ittttt
BOA,The is not functional at all?,2,2025-02-12,Google Play,the is not functional at all
BOA,Best bank,5,2025-02-08,Google Play,best bank
BOA,Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,Google Play,make it easy and convienient to use and perfect for all to high prefrence and choice
BOA,🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,Google Play,
BOA,I have been using this app for two years.It is amazing.,5,2025-02-01,Google Play,i have been using this app for two yearsit is amazing
BOA,Good 👍,5,2025-01-31,Google Play,good
BOA,Sad experience,1,2025-01-30,Google Play,sad experience
BOA,Always do update and that is annoying,3,2025-01-27,Google Play,always do update and that is annoying
BOA,"Best app, somehow waiting a few minutes",5,2025-01-23,Google Play,best app somehow waiting a few minutes
BOA,I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,Google Play,i cant dijitalize my atm in the apollo app on my phone
BOA,Whenever I try to sign in app close please fixed it out,2,2025-01-21,Google Play,whenever i try to sign in app close please fixed it out
BOA,Beter,5,2025-01-21,Google Play,beter
BOA,Boa,4,2025-01-18,Google Play,boa
BOA,በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,Google Play,its not app its very slow ehhhh why dont you upgrade the app its always zero
BOA,Aadan Axmed Barkhadle,5,2025-01-17,Google Play,aadan axmed barkhadle
BOA,😡😡😡🤬🤬🤬,1,2025-01-16,Google Play,
BOA,Horrible customer service and app crashes Horrible!!,1,2025-01-15,Google Play,horrible customer service and app crashes horrible
BOA,I love it,5,2025-01-14,Google Play,i love it
BOA,It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,Google Play,it keeps asking me to turn off developer mode even when dev mode is off couldnt use it
BOA,Good🙏,5,2025-01-12,Google Play,good
BOA,Like to much,5,2025-01-11,Google Play,like to much
BOA,Perfect,5,2025-01-09,Google Play,perfect
BOA,The best of best,5,2025-01-09,Google Play,the best of best
BOA,I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,Google Play,i was using this app for long time it amazing user friendly ui but the i cant found for get pin button in the app
BOA,Great 👍,5,2025-01-04,Google Play,great
BOA,Fast and suitable for the customers.,5,2025-01-04,Google Play,fast and suitable for the customers
BOA,Good app and helpful,5,2025-01-03,Google Play,good app and helpful
BOA,"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,Google Play,i will give only one star because it faced with multiple of problems 1 the app is not as fast as the other banks app for eg like cbe 2 the app asks repeatedly to switch off developer options even if it is switched off 3 bank of abyssinias services are interesting but they ignored the issues on the app service 4 most customers gave a complain on the app but no one accept their complain to fix the issue 5 lastly i will not recommend the app unless the issue has been solved asap
BOA,By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,Google Play,by assessing this you can tell abyssinia bank has no idea what mobile banking is
BOA,It doesn't work at all.,2,2025-01-02,Google Play,it doesnt work at all
BOA,this app is not available,1,2025-01-02,Google Play,this app is not available
BOA,Wow what amazing,5,2024-12-30,Google Play,wow what amazing
BOA,በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,Google Play,
BOA,Lemn embi yilal??,5,2024-12-30,Google Play,lemn embi yilal
BOA,It's useless app downgraded.,1,2024-12-29,Google Play,its useless app downgraded
BOA,Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,Google Play,why is not letting me access my account the whole point of this app is for me to gey access to my account without physically being at the bank i would give it a zero but a one will suffice to get my point accross
BOA,When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,Google Play,when are you going to get rid of this and have a real app that works by far the worst mobile banking app
BOA,አይሰራም ሼም ነው፤,1,2024-12-23,Google Play,
BOA,Not that much bad,3,2024-12-22,Google Play,not that much bad
BOA,Fine,5,2024-12-21,Google Play,fine
BOA,The dirtiest application ever seen...,1,2024-12-20,Google Play,the dirtiest application ever seen
BOA,Nic ap,5,2024-12-19,Google Play,nic ap
BOA,The forest app ever,1,2024-12-19,Google Play,the forest app ever
BOA,"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,Google Play,i love boa more than anyone but they are cursed when it comed to mobile banking even though this ine is hetter it still scks it will ask me to turn off developer options other wise it wont work i use cbe awash birr tekebirr dashen bank and others but non of them asked me this why only boa please improve your mobile banking be competitive
BOA,Bank of abissena,1,2024-12-17,Google Play,bank of abissena
BOA,"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,Google Play,easy and sooo simple to use it also its easy to stole someones money using the app
BOA,GOOD,5,2024-12-15,Google Play,good
BOA,The worst banking app ever. Never works!,1,2024-12-14,Google Play,the worst banking app ever never works
BOA,Poorly functioning app,3,2024-12-13,Google Play,poorly functioning app
BOA,Very nice,5,2024-12-13,Google Play,very nice
BOA,Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,Google Play,your system is the worst you should do better
BOA,It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,Google Play,it has been a while since you guys started giving the mobile app service but still couldnt get it to work im sure you know that it doesnt work already but not sure if youre lazy or incompetent to fix it you are losing business because of this complacency will have consequences
